model,n_shots,iteration,task,auroc,auprc,auprc_c,ece,auroc_lower_ci,auroc_upper_ci,auprc_lower_ci,auprc_upper_ci,auprc_c_lower_ci,auprc_c_upper_ci,ece_lower_ci,ece_upper_ci,nboot,path_results
count_mimic,4,16,long_los_sql,0.5212033535510613,0.28776788481563453,0.510853318329454,0.544986981288196,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_4_iter16/long_los_sql/results.pkl
count_mimic,4,16,readmission_sql,0.4800538264530972,0.006100065108631709,0.49024772046237797,0.1605812793725772,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_4_iter16/readmission_sql/results.pkl
count_mimic,4,16,anemia_lab_sql,0.5237353970230683,0.07171228193875967,0.5122222655766239,0.4880680984662866,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_4_iter16/anemia_lab_sql/results.pkl
count_mimic,4,16,hyperkalemia_lab_sql,0.4835066689072702,0.007281635744473379,0.49412666891256934,0.00792974594461358,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_4_iter16/hyperkalemia_lab_sql/results.pkl
count_mimic,4,16,hypoglycemia_lab_sql,0.5406668204891556,0.018452093857925973,0.5214991461332033,0.23394472604191358,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_4_iter16/hypoglycemia_lab_sql/results.pkl
count_mimic,4,16,hyponatremia_lab_sql,0.52655741220422,0.008683689905567083,0.514586074421214,0.04613125204416521,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_4_iter16/hyponatremia_lab_sql/results.pkl
count_mimic,4,16,thrombocytopenia_lab_sql,0.48611295967330587,0.029926367497672638,0.49316182028326466,0.4557004716522246,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_4_iter16/thrombocytopenia_lab_sql/results.pkl
clmbr_stanford_cp,1024,6,mortality_sql,0.9182267281014518,0.33538980719382405,0.9024518910074041,0.020629916418707366,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_1024_iter6/mortality_sql/results.pkl
clmbr_stanford_cp,1024,6,long_los_sql,0.7853434159169976,0.5286298184381224,0.7390788162433891,0.020499517852074614,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_1024_iter6/long_los_sql/results.pkl
clmbr_stanford_cp,1024,6,readmission_sql,0.6608354675811375,0.01522671194186409,0.6691789941779802,0.006027949551535248,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_1024_iter6/readmission_sql/results.pkl
clmbr_stanford_cp,1024,6,anemia_lab_sql,0.852408505849869,0.31377396827857573,0.8334265403572778,0.015149174403604323,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_1024_iter6/anemia_lab_sql/results.pkl
clmbr_stanford_cp,1024,6,hyperkalemia_lab_sql,0.7292168468485289,0.0157808638728349,0.67619178218393,0.006747144954958316,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_1024_iter6/hyperkalemia_lab_sql/results.pkl
clmbr_stanford_cp,1024,6,hypoglycemia_lab_sql,0.7955300832838903,0.05590498061530726,0.7558118127507396,0.014013888142436683,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_1024_iter6/hypoglycemia_lab_sql/results.pkl
clmbr_stanford_cp,1024,6,hyponatremia_lab_sql,0.7642902692422728,0.06290751589608852,0.7240857942663639,0.007163400709702248,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_1024_iter6/hyponatremia_lab_sql/results.pkl
clmbr_stanford_cp,1024,6,thrombocytopenia_lab_sql,0.9364660500119634,0.4410264612162094,0.9318650208546286,0.01483684201388464,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_1024_iter6/thrombocytopenia_lab_sql/results.pkl
clmbr_stanford_cp,8,18,mortality_sql,0.8775081941994248,0.2746760207887754,0.8656239042279174,0.00829977215387425,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_8_iter18/mortality_sql/results.pkl
clmbr_stanford_cp,8,18,long_los_sql,0.6401277269238332,0.3599098582913718,0.5915383668793168,0.05351576573414457,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_8_iter18/long_los_sql/results.pkl
clmbr_stanford_cp,8,18,readmission_sql,0.5626058080479229,0.011812817396094737,0.5838873054764661,0.003640479004949442,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_8_iter18/readmission_sql/results.pkl
clmbr_stanford_cp,8,18,anemia_lab_sql,0.706232652523999,0.15348764789056282,0.6904961068013846,0.014601832834910745,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_8_iter18/anemia_lab_sql/results.pkl
clmbr_stanford_cp,8,18,hyperkalemia_lab_sql,0.5934300527164205,0.009412034238832979,0.557867750466833,0.00348441853276851,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_8_iter18/hyperkalemia_lab_sql/results.pkl
clmbr_stanford_cp,8,18,hypoglycemia_lab_sql,0.6848808974443492,0.044883655210205826,0.6888928006692285,0.008630326341748124,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_8_iter18/hypoglycemia_lab_sql/results.pkl
clmbr_stanford_cp,8,18,hyponatremia_lab_sql,0.7960931371719121,0.029205345547418278,0.760958273218211,0.005211743561328442,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_8_iter18/hyponatremia_lab_sql/results.pkl
clmbr_stanford_cp,8,18,thrombocytopenia_lab_sql,0.717450794693682,0.08957219641516113,0.713993758633025,0.01762679591489236,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_8_iter18/thrombocytopenia_lab_sql/results.pkl
clmbr_stanford_cp,128,18,mortality_sql,0.913681769798203,0.32945239099533363,0.8981260575520099,0.0060442016174128135,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_128_iter18/mortality_sql/results.pkl
clmbr_stanford_cp,128,18,long_los_sql,0.7602384531942832,0.48739144985643074,0.7079161359565812,0.03471532837732249,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_128_iter18/long_los_sql/results.pkl
clmbr_stanford_cp,128,18,readmission_sql,0.633875215233465,0.029036678375040863,0.6935252013933974,0.004032631224709359,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_128_iter18/readmission_sql/results.pkl
clmbr_stanford_cp,128,18,anemia_lab_sql,0.8074941819512484,0.25877252725540684,0.7887562181009178,0.012908929585830314,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_128_iter18/anemia_lab_sql/results.pkl
clmbr_stanford_cp,128,18,hyperkalemia_lab_sql,0.763622557897816,0.047424711475896976,0.7375592257714751,0.0033462121802694243,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_128_iter18/hyperkalemia_lab_sql/results.pkl
clmbr_stanford_cp,128,18,hypoglycemia_lab_sql,0.8082327993495506,0.07352931038122192,0.7810039611032318,0.003154564347247231,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_128_iter18/hypoglycemia_lab_sql/results.pkl
clmbr_stanford_cp,128,18,hyponatremia_lab_sql,0.8044762727072647,0.0524832933540425,0.7775361553642219,0.00477764990547447,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_128_iter18/hyponatremia_lab_sql/results.pkl
clmbr_stanford_cp,128,18,thrombocytopenia_lab_sql,0.9256059928804924,0.3867878172235416,0.9197525748493897,0.004674168007633652,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_128_iter18/thrombocytopenia_lab_sql/results.pkl
clmbr_stanford_cp,128,9,mortality_sql,0.9006243967555685,0.33186727194282495,0.8898878333062339,0.01184447358839847,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_128_iter9/mortality_sql/results.pkl
clmbr_stanford_cp,128,9,long_los_sql,0.7406759209668985,0.4588686706019362,0.6843734137516708,0.0402492294519553,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_128_iter9/long_los_sql/results.pkl
clmbr_stanford_cp,128,9,readmission_sql,0.6859725658722924,0.018321596269032007,0.6869515476640451,0.004588082565906517,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_128_iter9/readmission_sql/results.pkl
clmbr_stanford_cp,128,9,anemia_lab_sql,0.8379252165586946,0.2898034088884194,0.8180468775310485,0.006129715499678187,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_128_iter9/anemia_lab_sql/results.pkl
clmbr_stanford_cp,128,9,hyperkalemia_lab_sql,0.7579463624425067,0.03492743783406607,0.7427466429253095,0.0028732537192815897,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_128_iter9/hyperkalemia_lab_sql/results.pkl
clmbr_stanford_cp,128,9,hypoglycemia_lab_sql,0.757101929373503,0.055487337311780356,0.7314206196177199,0.005165932781189276,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_128_iter9/hypoglycemia_lab_sql/results.pkl
clmbr_stanford_cp,128,9,hyponatremia_lab_sql,0.7656954531859301,0.021729414722310717,0.7139927336660219,0.0032151381235340252,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_128_iter9/hyponatremia_lab_sql/results.pkl
clmbr_stanford_cp,128,9,thrombocytopenia_lab_sql,0.9257044688873519,0.3989727911528488,0.919901106615323,0.0036267782638894474,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_128_iter9/thrombocytopenia_lab_sql/results.pkl
clmbr_stanford_cp,64,14,mortality_sql,0.8984167392420893,0.31332420308809855,0.8834398656877437,0.0073934419191802395,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_64_iter14/mortality_sql/results.pkl
clmbr_stanford_cp,64,14,long_los_sql,0.7324328469660268,0.4374605610897989,0.6665602932769457,0.03952908076580555,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_64_iter14/long_los_sql/results.pkl
clmbr_stanford_cp,64,14,readmission_sql,0.6358466814255329,0.021630278083395172,0.6583703807840553,0.002327987022470459,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_64_iter14/readmission_sql/results.pkl
clmbr_stanford_cp,64,14,anemia_lab_sql,0.7895659858573324,0.19202902969876298,0.7499904052055815,0.01954814145508214,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_64_iter14/anemia_lab_sql/results.pkl
clmbr_stanford_cp,64,14,hyperkalemia_lab_sql,0.7674533674402972,0.041674754067899514,0.7615764077591113,0.0022427462311677034,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_64_iter14/hyperkalemia_lab_sql/results.pkl
clmbr_stanford_cp,64,14,hypoglycemia_lab_sql,0.7485112180543653,0.039884575416521816,0.6963055355997618,0.005688030350428611,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_64_iter14/hypoglycemia_lab_sql/results.pkl
clmbr_stanford_cp,64,14,hyponatremia_lab_sql,0.7592790108407965,0.024717193579458563,0.722008408476693,0.002943952494431959,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_64_iter14/hyponatremia_lab_sql/results.pkl
clmbr_stanford_cp,64,14,thrombocytopenia_lab_sql,0.8953561638671528,0.24688859576198743,0.8818193016979626,0.005019104429749619,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_64_iter14/thrombocytopenia_lab_sql/results.pkl
count_mimic,8,5,mortality_sql,0.3449748653322714,0.031038012856590958,0.4371677766850426,0.039697971023584855,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_8_iter5/mortality_sql/results.pkl
count_mimic,8,5,long_los_sql,0.6758402568403616,0.3932974186870992,0.6247335561223463,0.09060266093324021,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_8_iter5/long_los_sql/results.pkl
count_mimic,8,5,readmission_sql,0.5257032165646568,0.006954503177649951,0.5210403916508224,0.0026307310710356967,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_8_iter5/readmission_sql/results.pkl
count_mimic,8,5,anemia_lab_sql,0.5033246767710516,0.06893710372815469,0.501668561994022,0.04562807541675161,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_8_iter5/anemia_lab_sql/results.pkl
count_mimic,8,5,hyperkalemia_lab_sql,0.5888523753508722,0.010998251663859544,0.5744530793528762,0.02030394246255129,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_8_iter5/hyperkalemia_lab_sql/results.pkl
count_mimic,8,5,hypoglycemia_lab_sql,0.567264376909047,0.01968511027747311,0.5371285927766025,0.20105733952686364,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_8_iter5/hypoglycemia_lab_sql/results.pkl
count_mimic,8,5,hyponatremia_lab_sql,0.5244651553885136,0.009130703406696694,0.5222594609745644,0.011504119986557017,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_8_iter5/hyponatremia_lab_sql/results.pkl
count_mimic,8,5,thrombocytopenia_lab_sql,0.4323027460188381,0.02736985021094636,0.46932132078901045,0.38144393418791533,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_8_iter5/thrombocytopenia_lab_sql/results.pkl
count_mimic,512,1,mortality_sql,0.8778754134317878,0.364649287873589,0.8731578994802177,0.009645155451956973,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_512_iter1/mortality_sql/results.pkl
count_mimic,512,1,long_los_sql,0.7306634559355932,0.45493241294494613,0.6807559123354275,0.037392131894416744,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_512_iter1/long_los_sql/results.pkl
count_mimic,512,1,readmission_sql,0.6098052408444387,0.018060854163623147,0.6458253241180847,0.00625938307580829,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_512_iter1/readmission_sql/results.pkl
count_mimic,512,1,anemia_lab_sql,0.817378175338416,0.3107649594939067,0.8122989349049352,0.01079365309616509,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_512_iter1/anemia_lab_sql/results.pkl
count_mimic,512,1,hyperkalemia_lab_sql,0.6812617087091011,0.01613836215242861,0.6641131413250442,0.006400115316833887,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_512_iter1/hyperkalemia_lab_sql/results.pkl
count_mimic,512,1,hypoglycemia_lab_sql,0.726373140395983,0.03586186493969147,0.6760576479192294,0.01413229183759287,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_512_iter1/hypoglycemia_lab_sql/results.pkl
count_mimic,512,1,hyponatremia_lab_sql,0.730804284400201,0.021043400038248047,0.7012744511379656,0.006478805338795305,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_512_iter1/hyponatremia_lab_sql/results.pkl
count_mimic,512,1,thrombocytopenia_lab_sql,0.9277720803594989,0.5602948057022181,0.934315925927128,0.011919199768221448,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_512_iter1/thrombocytopenia_lab_sql/results.pkl
clmbr_stanford_cp,2,3,mortality_sql,0.8207095519181001,0.13373742261435603,0.7792356604927168,0.016164712736277453,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_2_iter3/mortality_sql/results.pkl
clmbr_stanford_cp,2,3,long_los_sql,0.4634823518537146,0.2805530506647688,0.5007670865272369,0.07131648986329331,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_2_iter3/long_los_sql/results.pkl
clmbr_stanford_cp,2,3,readmission_sql,0.5623670616833789,0.007755774570021845,0.5433872102239419,0.005724104729947662,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_2_iter3/readmission_sql/results.pkl
clmbr_stanford_cp,2,3,anemia_lab_sql,0.5272424980076167,0.06737479543434628,0.48646178217607605,0.02562535351958474,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_2_iter3/anemia_lab_sql/results.pkl
clmbr_stanford_cp,2,3,hyperkalemia_lab_sql,0.4272612979317985,0.007177845710458812,0.4850249271105974,0.0028457443463694204,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_2_iter3/hyperkalemia_lab_sql/results.pkl
clmbr_stanford_cp,2,3,hypoglycemia_lab_sql,0.6689039598303558,0.042236114286327266,0.6527015538668305,0.008207374105305282,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_2_iter3/hypoglycemia_lab_sql/results.pkl
clmbr_stanford_cp,2,3,hyponatremia_lab_sql,0.782343214767411,0.022764571075892043,0.7280737714279941,0.0065811273469109505,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_2_iter3/hyponatremia_lab_sql/results.pkl
clmbr_stanford_cp,2,3,thrombocytopenia_lab_sql,0.5511940600503613,0.03908183470617356,0.5541221611303997,0.00740922791016948,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_2_iter3/thrombocytopenia_lab_sql/results.pkl
clmbr_mimic,32,16,mortality_sql,0.8957134598254716,0.28834065532318087,0.8797313253743124,0.00936490282837215,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_mimic_32_iter16/mortality_sql/results.pkl
clmbr_mimic,32,16,long_los_sql,0.7143471672072259,0.413397603963395,0.6449731734751328,0.05859008373230154,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_mimic_32_iter16/long_los_sql/results.pkl
clmbr_mimic,32,16,readmission_sql,0.6436819030255675,0.023752192700936595,0.677744139818395,0.00447914523056399,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_mimic_32_iter16/readmission_sql/results.pkl
